區,系,項次,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,
處,統,檢驗項目,氟鹽(Fluoride),硝酸鹽氮(Nitrate),總溶解固體量(Total Dissolved Solids),糞便性大腸桿菌群(Fecal coliform),砷(Arsenic),自由有效餘氯(Free Chlorine Residual),濁度(Turbidity),色度(Color),臭度(Odor),總鹼度(Total Alkalinity),pH值(pH ),氯鹽(Chloride),硫酸鹽(Sulfate),氨氮(Ammonia),亞硝酸鹽氮(Nitrite),總硬度(Total Hardness),鐵(Iron),錳(Manganese),總菌落數(Total Bacterial Count),大腸桿菌群(Coliform Group),總三鹵甲烷(Total Trihalomethanes),鉛(Lead),硒(Selenium),汞(Mercury),鋅(Zinc),銀(Silver),銅(Copper),鉻(Chromium),鎳(Nickel),鎘(Cadmium),鋇(Barium),銻(Antimony),陰離子界面活性劑(Anionic Surfactants),靈丹(Lindane),安殺番(Endosulfan),巴拉刈(Paraquat),大利松(Diazinon),巴拉松(Parathion),一品松(EPN),氰鹽(Cyanate),酚(Phenols),達馬松(Methamidophos),丁基拉草(Butachlor),2，4-地(2，4-D),納乃得(Methomyl),滅必蝨(MIPC(Isoprocarb)),加保扶(Carbofuran),亞素靈(Monocrotophos),鋁(Aluminium),溴酸鹽(Bromate),水質合格否(Y/N),
別,代,飲用水水質標準,0.8,10.0,500,－－,0.01,0.2-1.0,2,5,3,－－,6.0-8.5,250,250,0.1,0.1,300,0.3,0.05,100,6,0.08,0.01,0.01,0.002,5.0,0.05,1.0,0.05,0.1,0.005,2.0,0.01,0.5,0.0002,0.003,0.01,0.005,0.02,0.005,0.05,0.001,0.02,0.02,0.07,0.01,0.02,0.02,0.003,0.3,0.01,－－,
,號,單位,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,NTU,鉑鈷單位,初嗅數,mg/L,－－,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,CFU/mL,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,－－,
九區,'0915,="水璉淨水場(Shueilian)花蓮縣壽豐鄉水璉村東升段479地號[0961220]{0915}<花蓮縣>",="0.31",="0.17",="342",="－－",="0.00256",="0.49",="0.15",="<5",="<1",="202",="7.7",="28.5",="41.7",="ND",="ND",="161",="0.03",="0.011",="4",="<1",="0.0219",="0.00028",="0.00035",="ND",="0.00092",="ND",="0.00155",="0.00087",="0.00134",="ND",="0.00634",="0.00016",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0145",="ND",="Y",
九區,'0931,="池南淨水場(Chihnan)花蓮縣壽豐鄉池南村壽豐段901地號[0961171]{0931}<花蓮縣>",="0.03",="0.38",="118",="－－",="0.00102",="0.45",="0.15",="<5",="<1",="87.1",="8.0",="3.9",="9.8",="ND",="ND",="89.5",="ND",="ND",="1",="<1",="0.00161",="0.00062",="0.00036",="ND",="0.00248",="ND",="0.00157",="0.00063",="ND",="ND",="0.0217",="0.00007",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0239",="ND",="Y",
九區,'0908,="和平淨水場(Heping)花蓮縣秀林鄉和平事業區第一林班地內[0961022]{0908}<花蓮縣>",="0.10",="0.18",="404",="－－",="0.00150",="0.41",="0.20",="<5",="<1",="189",="7.4",="29.1",="86.6",="ND",="ND",="266",="0.07",="ND",="2",="<1",="0.00086",="0.00026",="0.00074",="ND",="0.00378",="ND",="0.00104",="0.00072",="0.00075",="ND",="0.0168",="0.00019",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00939",="ND",="Y",
九區,'0934,="松浦淨水場(Songpu)花蓮縣玉里鎮松蒲里觀音山段886地號內[0946058]{0934}<花蓮縣>",="0.14",="0.32",="300",="－－",="0.00153",="0.40",="0.15",="<5",="<1",="168",="7.6",="12.7",="37.5",="ND",="ND",="197",="0.02",="ND",="2",="<1",="0.00273",="0.00037",="0.00031",="ND",="0.00876",="0.00003",="0.00352",="0.00158",="0.00285",="0.00001",="0.00357",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0273",="ND",="Y",
九區,'0928,="明里淨水場(Mingli)花蓮縣富里鄉明里村100號[0946085]{0928}<花蓮縣>",="0.13",="0.68",="362",="－－",="0.00154",="0.33",="0.10",="<5",="<1",="196",="7.5",="12.8",="62.9",="ND",="ND",="242",="ND",="ND",="1",="<1",="0.00063",="0.00036",="0.00041",="ND",="0.00379",="ND",="0.00324",="0.00091",="ND",="ND",="0.00836",="0.00015",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0147",="ND",="Y",
九區,'0924,="富源淨水場(Fuyuan)花蓮縣瑞穗鄉富源村廣東路175-79地號內[0944081]{0924}<花蓮縣>",="0.03",="0.28",="133",="－－",="0.00095",="0.41",="0.15",="<5",="<1",="77.5",="7.8",="3.6",="16.7",="ND",="ND",="97.6",="ND",="ND",="9",="<1",="0.00127",="0.00038",="0.00030",="ND",="0.00163",="ND",="0.00109",="0.00040",="ND",="ND",="0.00412",="0.00006",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0159",="ND",="Y",
九區,'0926,="港口淨水場(Gangkou)花蓮縣豐濱鄉大港口110號[0944090]{0926}<花蓮縣>",="0.07",="0.42",="241",="－－",="0.00097",="0.51",="0.35",="<5",="<1",="135",="7.9",="18.6",="20.4",="ND",="ND",="145",="0.03",="0.011",="9",="<1",="0.0161",="0.00057",="ND",="ND",="0.00190",="0.00004",="0.00508",="0.00095",="0.00058",="ND",="0.00171",="0.00004",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0463",="ND",="Y",
九區,'0923,="紅葉淨水場(Hongye)花蓮縣萬榮鄉紅葉村紅葉段908-1及909-1地號[0946116]{0923}<花蓮縣>",="0.05",="0.28",="104",="－－",="0.00079",="0.42",="0.20",="<5",="<1",="58.0",="7.7",="2.5",="14.2",="ND",="ND",="73.7",="0.04",="ND",="9",="<1",="0.00308",="0.00077",="0.00035",="ND",="0.00264",="ND",="0.00224",="0.00069",="ND",="ND",="0.00163",="0.00003",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0221",="ND",="Y",
九區,'0922,="新社淨水場(Sinshe)花蓮縣豐濱鄉新社94-1號[0944063]{0922}<花蓮縣>",="0.37",="0.13",="235",="－－",="0.00069",="0.49",="0.35",="<5",="<1",="120",="8.1",="24.9",="5.3",="ND",="ND",="31.3",="0.08",="0.012",="10",="<1",="0.00736",="0.00052",="ND",="ND",="0.00379",="0.00005",="0.00120",="0.00121",="ND",="ND",="0.00152",="0.00005",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0608",="ND",="Y",
十區,'1001,="利嘉淨水場(Leichia)台東縣卑南鄉利嘉路575號[1047012]{1001}<台東縣>",="0.07",="0.35",="266",="<1",="0.00099",="0.53",="0.30",="<5",="<1",="123",="8.0",="6.2",="66.7",="ND",="ND",="209",="ND",="ND",="<1",="<1",="0.00075",="ND",="0.00336",="ND",="0.0173",="ND",="ND",="ND",="0.00317",="0.00023",="0.00336",="0.00018",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0263",="ND",="Y",
十區,'1034,="成功淨水場(Chengkung)台東縣成功鎮高台路60號[1045018]{1034}<台東縣>",="0.10",="0.52",="176",="<1",="0.00070",="0.72",="0.50",="<5",="<1",="108",="7.6",="25.1",="15.9",="ND",="ND",="79.9",="0.10",="ND",="1",="<1",="0.00604",="ND",="0.00266",="ND",="0.00790",="0.00216",="0.00056",="0.00138",="ND",="0.00028",="0.00110",="0.00013",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0552",="ND",="Y",
十區,'1026,="正興淨水場(Chenghsin)台東縣金峰鄉正興村90號[1046042]{1026}<台東縣>",="0.09",="0.87",="236",="<1",="0.00067",="0.49",="0.25",="<5",="<1",="122",="7.4",="8.2",="59.7",="ND",="ND",="177",="0.03",="ND",="<1",="<1",="0.00320",="ND",="0.00116",="ND",="ND",="ND",="0.00277",="ND",="ND",="0.00082",="0.00557",="0.00041",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0139",="ND",="Y",
十區,'1027,="大溪淨水場(Dasi)台東縣達仁鄉台阪村水源路5號[1046051]{1027}<台東縣>",="0.09",="0.61",="169",="－－",="0.00079",="0.48",="0.20",="<5",="<1",="129",="8.2",="10.3",="16.0",="ND",="ND",="127",="ND",="ND",="<1",="<1",="0.00750",="ND",="0.00121",="ND",="ND",="ND",="0.00089",="ND",="ND",="0.00072",="0.00921",="0.00036",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0152",="ND",="Y",
十區,'1043,="土板淨水場(Tuban)台東縣達仁鄉土阪村[1046100]{1043}<台東縣>",="0.08",="0.23",="239",="－－",="0.00087",="0.50",="0.15",="<5",="<1",="152",="7.8",="7.3",="40.4",="ND",="ND",="180",="0.03",="ND",="<1",="<1",="0.00067",="ND",="0.00130",="ND",="ND",="ND",="0.00082",="ND",="ND",="0.00109",="0.00663",="0.00066",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0243",="ND",="Y",
十區,'1023,="和平淨水場(Heping)台東縣大武鄉大武村大鳥段138-13地號[1046015]{1023}<台東縣>",="0.07",="0.38",="196",="－－",="0.00057",="0.42",="0.20",="<5",="<1",="129",="7.5",="6.3",="18.3",="ND",="ND",="145",="ND",="ND",="<1",="<1",="ND",="ND",="ND",="ND",="ND",="ND",="0.00191",="ND",="0.00082",="0.00066",="0.00466",="0.00025",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0145",="ND",="Y",
十區,'1032,="安朔淨水場(Anshuo)台東縣達仁鄉安朔段180地號[1046033]{1032}<台東縣>",="0.08",="0.47",="149",="－－",="0.00038",="0.43",="0.20",="<5",="<1",="113",="7.6",="11.2",="11.6",="ND",="ND",="104",="0.02",="ND",="<1",="<1",="0.00035",="ND",="ND",="ND",="ND",="ND",="0.00275",="ND",="0.00095",="0.00044",="0.00515",="0.00020",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0127",="ND",="Y",
十區,'1015,="池上淨水場(Chihshang)台東縣池上鄉新興路86號[1043014]{1015}<台東縣>",="0.08",="1.22",="398",="－－",="0.00019",="0.49",="0.15",="<5",="<1",="165",="7.5",="9.0",="77.6",="ND",="ND",="283",="ND",="ND",="<1",="<1",="ND",="ND",="ND",="ND",="0.00589",="ND",="ND",="ND",="ND",="ND",="0.00114",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0118",="ND",="Y",
十區,'1048,="利稻淨水場(Lidao)台東縣海端鄉利稻村利稻段26-1地號[1043078]{1048}<台東縣>",="0.06",="1.18",="347",="－－",="0.00031",="0.36",="0.15",="<5",="<1",="119",="8.1",="6.0",="106",="ND",="ND",="252",="0.02",="ND",="<1",="<1",="0.00182",="ND",="ND",="ND",="0.0178",="ND",="ND",="ND",="ND",="ND",="0.00276",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0108",="ND",="Y",
十區,'1002,="初鹿淨水場(Chulu)台東縣卑南鄉明峰村忠孝路22號[1047107]{1002}<台東縣>",="0.09",="2.59",="157",="－－",="0.00023",="0.53",="0.25",="<5",="<1",="93.7",="7.5",="7.2",="13.2",="ND",="ND",="115",="0.02",="ND",="<1",="<1",="ND",="ND",="0.00129",="0.00030",="0.0189",="ND",="0.00075",="0.00124",="ND",="ND",="0.00208",="0.00011",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0127",="ND",="Y",
十區,'1025,="金崙淨水場(Jinlun)台東縣太麻里鄉金崙村[1046079]{1025}<台東縣>",="0.08",="0.90",="160",="－－",="0.00069",="0.46",="0.20",="<5",="<1",="107",="8.1",="8.9",="14.7",="ND",="ND",="116",="0.03",="ND",="<1",="<1",="0.00306",="ND",="0.00151",="ND",="ND",="ND",="0.00091",="ND",="0.00082",="0.00104",="0.00577",="0.00043",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0263",="ND",="Y",
十區,'1029,="泰源淨水場(Taiyuan)台東縣東河鄉泰源村東23線龍泉寺後面[1045036]{1029}<台東縣>",="0.15",="0.43",="327",="－－",="0.00297",="0.59",="0.30",="<5",="<1",="200",="8.2",="26.3",="38.1",="ND",="ND",="164",="ND",="ND",="<1",="<1",="0.00158",="ND",="0.00369",="ND",="0.00828",="0.00206",="0.00037",="ND",="ND",="0.00030",="0.00815",="0.00022",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00005",="ND",="ND",="ND",="ND",="ND",="0.0451",="ND",="Y",
十區,'1006,="永安淨水場(Yongan)台東縣延平鄉永康村(永安淨水場)[1043087]{1006}<台東縣>",="0.09",="0.46",="233",="－－",="0.00052",="0.45",="0.20",="<5",="<1",="124",="8.2",="5.8",="31.7",="ND",="ND",="173",="ND",="ND",="1",="<1",="0.00126",="ND",="0.00098",="ND",="0.0245",="ND",="0.00199",="ND",="ND",="ND",="0.00181",="0.00014",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0153",="ND",="Y",
十區,'1031,="森永淨水場(Senyong)台東縣達仁鄉森永段522地號[1046024]{1031}<台東縣>",="0.09",="0.35",="149",="－－",="0.00049",="0.40",="0.35",="<5",="<1",="122",="7.2",="13.3",="8.7",="ND",="ND",="98.2",="0.05",="ND",="<1",="<1",="0.00199",="ND",="ND",="0.00031",="ND",="ND",="0.00342",="ND",="ND",="0.00050",="0.0128",="0.00022",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0346",="ND",="Y",
十區,'1039,="愛國埔淨水場(Aiguopu)台東縣大武鄉愛國埔段87地號[1046088]{1039}<台東縣>",="0.09",="0.46",="224",="－－",="0.00078",="0.51",="0.20",="<5",="<1",="158",="7.8",="11.2",="24.3",="ND",="ND",="173",="0.03",="ND",="<1",="<1",="0.00236",="ND",="0.00094",="ND",="ND",="ND",="0.00089",="ND",="ND",="0.00076",="0.00830",="0.00037",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0181",="ND",="Y",
十區,'1037,="新化淨水場(Sinhua)台東縣達仁鄉新化段166-1地號[1046060]{1037}<台東縣>",="0.06",="0.20",="110",="－－",="0.00043",="0.49",="0.30",="<5",="<1",="79.8",="7.0",="7.0",="5.2",="ND",="ND",="48.0",="0.04",="ND",="<1",="<1",="0.00140",="ND",="ND",="0.00029",="ND",="ND",="0.00291",="ND",="0.00075",="0.00053",="0.00388",="0.00026",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0309",="ND",="Y",
十區,'1040,="綠島淨水場(Lyudao)台東縣綠島鄉公館村草山1號[1047021]{1040}<台東縣>",="0.08",="0.47",="242",="－－",="0.00105",="0.42",="0.40",="<5",="<1",="83.5",="7.5",="59.9",="14.2",="ND",="ND",="98.6",="0.04",="ND",="<1",="<1",="0.0389",="ND",="0.00464",="ND",="0.0131",="ND",="ND",="ND",="ND",="0.00037",="0.0213",="0.00014",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="<0.1",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0464",="ND",="Y",
十區,'1016,="關山淨水場(Guanshan)台東縣關山鎮崁頂關山崁頂35號[1043023]{1016}<台東縣>",="0.09",="0.78",="220",="－－",="0.00052",="0.47",="0.20",="<5",="<1",="105",="8.1",="5.9",="44.2",="ND",="ND",="172",="0.03",="ND",="<1",="<1",="0.00271",="ND",="0.00154",="0.00047",="0.0136",="ND",="0.00242",="0.00122",="ND",="ND",="0.00318",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.00822",="ND",="Y",
十區,'1043,="東清淨水場(Dongqing)台東縣蘭嶼鄉東清村200號[1047125]{1043}<台東縣>",="0.05",="0.25",="334",="－－",="0.00040",="0.41",="0.25",="<5",="<1",="193",="7.1",="24.3",="53.9",="ND",="ND",="220",="ND",="ND",="<1",="<1",="0.0117",="ND",="0.00236",="ND",="0.00888",="ND",="ND",="ND",="ND",="0.00026",="0.00432",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0212",="ND",="Y",
十一區,'1101,="彰化第三淨水場(Changhua Third)彰化縣和美鎮水源路750號[1161035]{1101}<彰化縣>",="0.10",="0.08",="461",="<1",="0.00160",="0.58",="0.15",="<5",="<1",="211",="7.6",="42.3",="102",="<0.01",="ND",="271",="ND",="ND",="<1",="<1",="0.00701",="ND",="ND",="ND",="ND",="ND",="0.00155",="ND",="0.00093",="0.00021",="0.0201",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0301",="ND",="Y",
十一區,'1109,="員林第二淨水場(Yuanlin Second)彰化縣員林鎮南平里靜修路74-21號[1142027]{1109}<彰化縣>",="0.17",="0.05",="195",="<1",="0.00236",="0.50",="0.15",="<5",="<1",="160",="8.0",="6.3",="30.5",="ND",="ND",="139",="ND",="ND",="2",="<1",="0.00062",="ND",="0.00257",="ND",="0.0283",="ND",="0.00073",="ND",="0.00071",="0.00020",="0.00966",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0279",="ND",="Y",
十一區,'1110,="田中淨水場(Tianjhong)彰化縣田中鎮碧峰里中南路2段286巷46號[1144058]{1110}<彰化縣>",="0.14",="6.68",="236",="－－",="0.00022",="0.46",="0.10",="<5",="<1",="107",="6.7",="7.1",="36.8",="ND",="ND",="145",="ND",="ND",="<1",="<1",="ND",="ND",="ND",="ND",="0.0889",="ND",="0.0165",="0.00249",="0.00235",="ND",="0.00270",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0146",="ND",="Y",
十一區,'1104,="二林淨水場(Erlin)彰化縣二林鎮儒林路2段100號[1148010]{1104}<彰化縣>",="0.07",="0.04",="393",="－－",="0.00327",="0.53",="0.25",="<5",="<1",="194",="8.1",="6.4",="114",="ND",="ND",="254",="ND",="ND",="<1",="<1",="0.00326",="ND",="0.00197",="ND",="ND",="ND",="0.00108",="ND",="ND",="0.00032",="0.0304",="0.00012",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0201",="ND",="Y",
十一區,'1103,="下壩淨水場(Siaba)彰化縣溪州鄉成功村下柑路25號[1143060]{1103}<彰化縣>",="0.12",="1.78",="376",="－－",="0.00036",="0.51",="0.15",="<5",="<1",="139",="7.7",="5.7",="130",="ND",="ND",="253",="ND",="0.002",="<1",="<1",="0.00027",="0.00168",="ND",="ND",="0.0946",="ND",="0.00043",="0.00659",="0.0111",="ND",="0.00448",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0233",="ND",="Y",
十一區,'1102,="花壇淨水場(Huatan)彰化縣花壇鄉花橋街11號[1152011]{1102}<彰化縣>",="0.19",="0.26",="226",="－－",="0.00125",="0.50",="0.25",="<5",="<1",="152",="7.8",="16.9",="14.1",="ND",="ND",="114",="0.07",="ND",="<1",="<1",="0.00570",="ND",="0.00239",="ND",="ND",="ND",="0.0107",="ND",="0.00077",="0.00020",="0.0184",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0329",="ND",="Y",
十一區,'1108,="秀厝淨水場(Sioucuo)彰化縣福興鄉秀厝村福三路三段770號[1147031]{1108}<彰化縣>",="0.10",="0.07",="298",="－－",="0.00382",="0.50",="0.10",="<5",="<1",="191",="7.9",="7.0",="40.6",="ND",="ND",="165",="ND",="ND",="<1",="<1",="0.00554",="ND",="ND",="ND",="0.00720",="ND",="ND",="ND",="ND",="ND",="0.0212",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0256",="ND",="Y",
十一區,'1111,="福興淨水場(Fusing)彰化縣福興鄉萬豐村福工路1-1號[1151032]{1111}<彰化縣>",="0.14",="0.10",="243",="－－",="0.00387",="0.55",="0.15",="<5",="<1",="188",="7.7",="6.3",="28.2",="ND",="ND",="166",="ND",="ND",="<1",="<1",="0.00093",="ND",="0.00258",="ND",="0.00736",="ND",="ND",="ND",="ND",="0.00011",="0.0172",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0178",="ND",="Y",
十二區,'1201,="板新淨水場(Bansin)新北市三峽區中山路551號[1261054]{1201}<新北市>",="0.08",="0.76",="142",="<1",="0.00021",="0.73",="0.20",="<5",="<1",="52.6",="7.3",="9.8",="28.3",="0.03",="ND",="78.1",="ND",="ND",="<1",="<1",="0.0102",="ND",="ND",="ND",="0.00475",="ND",="0.00061",="ND",="ND",="ND",="0.0120",="0.00019",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="ND",="0.0776",="ND",="Y",
備註：
本表公布之水質資訊，係以台灣自來水公司供水轄區範圍為主，水質數據僅供參考，實際水質會因供水調配略有不同。
