年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,GPS座標X,GPS座標
2016,7,2,19,33,臺南市,安南區,,,海佃路,二,,,,,安吉路,,,,,,,,,,,,,23.04874,120.18888
2016,7,3,5,57,臺南市,安南區,,,安和路,四,533,,,,,,,,,,,,,,,,,23.06079,120.21646
2016,7,2,21,47,臺南市,安南區,,,國安街,,56,,2,,,,,,,,,,,,,,,23.02468,120.1914
2016,7,5,8,10,臺南市,安南區,,,海佃路,一,,,107,,,,,,,,,,,,,,,23.02234,120.19189
2016,7,4,9,15,臺南市,安南區,,,安豐六街,,,,,,育安街,,,,,,,,,,,,,23.04635,120.21585
2016,7,7,9,47,臺南市,安南區,,,安中路,四,,,,,本田路,,,,,,,,,,,,,23.05133,120.16578
2016,7,4,20,42,臺南市,安南區,,,府安堤頂道路,,,,,,,,,東往西59號水銀燈處,,,,,,,,,,23.023,120.19887
2016,7,7,10,15,臺南市,安南區,,,長和路,一,1,,100,,,,,,,,,,,,,,,23.65214,120.02548
2016,7,4,20,18,臺南市,安南區,,,十二佃路,,,,176,,,,,,,,,,,,,,,23.06957,120.18008
2016,7,6,17,20,臺南市,安南區,,,海佃路,三,,,318,,,,,,,,,,,,,,,23.02158,120.02154
2016,7,7,16,21,臺南市,安南區,,,,,,,,,,,,同安路195巷與同安路167巷26弄口,,,,,,,,,,23.62132,120.02158
2016,7,9,12,42,臺南市,安南區,,,安中路,一,622,,,,安中路,一,,,,,,,,,,,,23.03906,120.20242
2016,7,5,8,43,臺南市,安南區,,,安通路,五,,,478,,,,,,,,,,,,,,,23.03025,120.19205
2016,7,10,13,27,臺南市,安南區,,,安和路,一,,,,,府安路,四,,,,,,,,,,,,23.04741,120.18989
2016,7,7,17,39,臺南市,安南區,,,府安堤頂道路,,,,,,,,,電線桿（大豐高幹60P9998EC85）,,,,,,,,,,23.05167,120.23466
2016,7,4,20,11,臺南市,安南區,,,海佃路,二,,,551,,,,,,,,,,,,,,,23.04331,120.18659
2016,7,11,14,43,臺南市,安南區,,,北安路,二,,,,,安通路,五,,,,,,,,,,,,23.02944,120.20456
2016,7,9,12,18,臺南市,安南區,,,海佃路,四,388,62,70,,,,,,,,,,,,,,,23.01254,120.02131
2016,7,6,16,20,臺南市,安南區,,,長和路,一,一,,,,,,,,,,,,,,,,,23.05193,120.23472
2016,7,13,7,50,臺南市,安南區,,,怡安路,二,59,,2,,,,,,,,,,,,,,,23.04272,120.20265
2016,7,13,23,48,臺南市,安南區,,,安中路,三,,,22,,,,,,,,,,,,,,,23.04737,120.18326
2016,7,14,18,24,臺南市,安南區,,,海佃路,四,388,,,,,,,,,,,,,,,,,23.06321,120.17634
2016,7,14,19,38,臺南市,安南區,,,長溪路,三,373,21,,,,,,,,,,,,,,,,23.05487,120.02151
2016,7,15,17,3,臺南市,安南區,,,安昌街,,174,79,47,,,,,,,,,,,,,,,23.06975,120.22125
2016,7,3,9,20,臺南市,安南區,,,本原街,二,106,23,,,本原街,二,,106巷27弄,,,,,,,,,,23.05727,120.18829
2016,7,16,16,0,臺南市,安南區,,,安昌街,,275,55,,,,,,,,,,,,,,,,23.07389,120.21923
2016,7,16,19,45,臺南市,安南區,,,長和路,一,1,,,,,,,大豐高幹109號水銀燈前,,,,,,,,,,23.06568,120.20441
2016,7,9,11,15,臺南市,安南區,,,安和路,一,215,,2,,,,,,,,,,,,,,,23.03113,120.2123
2016,7,19,8,30,臺南市,安南區,,,郡安路,五,,,,,安寧街,,,,,,,,,,,,,23.0293,120.19259
2016,7,14,23,40,臺南市,安南區,,,安中路,四,,,,,本淵路,,,,,,,,,,,,,120.17123,23.04919
2016,7,19,7,40,臺南市,安南區,,,安中路,三,261,,,,,,,,,,,,,,,,,23.15426,120.34515
2016,7,19,13,55,臺南市,安南區,,,安和路,一,,,,,府安路,四,,,,,,,,,,,,23.02579,120.21514
2016,7,20,10,19,臺南市,安南區,,,工明南一路,,,,101,,,,,,,,,,,,,,,23.06126,120.17552
2016,7,20,13,20,臺南市,安南區,,,仁安六街,,,,,,功安四街,,,,,,,,,,,,,23.05239,120.17849
2016,7,12,20,35,臺南市,安南區,,,怡安路,二,545,6,,,怡安路,二,,,,,,,,,,,,23.04409,120.19524
2016,7,1,16,10,臺南市,安南區,,,科技公園大道,,,,,,工業二路,,,,,,,,,,,,,23.04402,120.14717
2016,7,23,7,45,臺南市,安南區,,,安和路,,,,,,安通路,,,,,,,,,,,,,23.06482,120.21849
2016,7,16,11,36,臺南市,安南區,,,長和路,一,2,,,,,,,永安橋,,,,,,,,,,23.05187,120.23902
2016,7,24,4,48,臺南市,安南區,,,安中路,一,,,743,,,,,,,,,,,,,,,23.0435,120.19469
2016,7,23,17,55,臺南市,安南區,,,安清路,,,,,,,,,安清高幹145號電桿,,,,,,,,,,23.04678,120.09025
2016,7,13,17,19,臺南市,安南區,,,文安街,,,,61,,,,,,,,,,,,,,,23.027,120.21309
2016,7,7,12,31,臺南市,安南區,,,安昌街,,,,109,,,,,,,,,,,,,,,23.01985,120.02154
2016,7,4,8,5,臺南市,安南區,,,安明路,,,,,,郡安路,,,,,,,,,,,,,23.02306,120.1741
2016,7,10,8,10,臺南市,安南區,,,安中路,四,4,,,,安中路,四,,,,,,,,,,,,23.0506,120.17354
2016,7,17,15,39,臺南市,安南區,,,安中路,四,210,,,,,,,,,,,,,,,,,23.05033,120.16824
2016,7,15,11,5,臺南市,安南區,,,國安街,,,,,,,,,與宜居路,,,,,,,,,,23.02167,120.18512
2016,7,25,7,40,臺南市,安南區,,,海佃路,一,158,,,,,,,,,,,,,,,,,23.02412,120.19151
2016,7,9,19,52,臺南市,安南區,,,長和路,一,,,,,,,,永安橋頭,,,,,,,,,,23.05246,120.23855
2016,7,12,8,52,臺南市,安南區,,,北安路,,,,,,,,,與安通路,,,,,,,,,,23.02939,120.20474
2016,7,25,15,16,臺南市,安南區,,,本原街,一,195,,40,,,,,,,,,,,,,,,23.05317,120.1973
2016,7,27,8,25,臺南市,安南區,,,公學路,五,179,,,,,,北,,,,,,,,,,,23.06839,120.16781
2016,7,20,17,25,臺南市,安南區,,,,,,,,,,,,府安堤頂道路與台江大道口,,,,,,,,,,23.01254,120.02154
2016,7,20,12,46,臺南市,安南區,,,,,,,,,,,,怡安路一段與北安路三段口,,,,,,,,,,23.10214,120.36548
2016,7,28,22,40,臺南市,安南區,,,怡安路,二,,,,,同安路,,,,,,,,,,,,,23.04411,120.19759
2016,7,5,18,30,臺南市,安南區,,,九份子大道,,,,,,安明路,,,,,,,,,,,,,23.01886,120.17832
2016,7,4,8,15,臺南市,安南區,,,安通路,二,,,60,,,,,,,,,,,,,,,23.03411,120.21818
2016,7,18,17,40,臺南市,安南區,,,生態街,,,,,,府安路,六,,,,,,,,,,,,23.0253,120.1816
2016,7,6,12,0,臺南市,安南區,,,海環街,,715,18,,,,,,,,,,,,,,,,23.04401,120.18566
2016,7,13,10,55,臺南市,安南區,,,安興街,,42,,,,安興街,,,,,,,,,,,,,23.07001,120.1641
2016,7,21,17,50,臺南市,安南區,,,安明路,二,,,,,,,,北向南方向79號燈桿前,,,,,,,,,,23.15978,120.01854
2016,7,24,12,45,臺南市,安南區,,,,,,,,,,,,北安路四段與長和一街口,,,,,,,,,,23.54193,120.14563
2016,7,25,18,28,臺南市,安南區,,,安明路,二,,,,,,,,北向南方向第52號燈桿前,,,,,,,,,,23.15424,120.02351
2016,7,30,9,27,臺南市,安南區,,,,,,,,,,,,安明路與北汕尾三路口,,,,,,,,,,23.16328,120.02154
2016,7,28,18,28,臺南市,安南區,,,北安路,三,,,138,,,,,,,,,,,,,,,23.0424,120.20331
2016,7,30,14,39,臺南市,安南區,,,,,,,,,,,,長溪路與怡安路口,,,,,,,,,,23.01245,120.21546
2016,7,31,7,41,臺南市,安南區,,,長和路,一,,,,,,,,永安橋上,,,,,,,,,,23.06568,120.20441
2016,7,7,11,42,臺南市,安南區,,,安中路,一,703,,39,,,,,,,,,,,,,,,23.04244,120.19521
2016,7,31,16,35,臺南市,安南區,,,,,,,,,,,,安昌街與安昌街275巷口,,,,,,,,,,23.54167,120.02845
2016,7,14,16,35,臺南市,安南區,,,海佃路,四,55,,66,,,,,,,,,,,,,,,23.05433,120.17569
2016,7,29,2,5,臺南市,安南區,,,布袋三街,,,,,,布袋一街,,,,,,,,,,,,,23.06198,120.20614
2016,7,28,14,40,臺南市,安南區,,,安和路,一,,,430,,,,,,,,,,,,,,,23.03491,120.21301
2016,7,25,12,10,臺南市,安南區,,,怡安路,,,,,,,,,與長溪路,,,,,,,,,,23.04276,120.20357
2016,7,31,16,10,臺南市,安南區,,,安吉路,二,,,,,,,,路燈1-2號,,,,,,,,,,120.19136,23.06029
2016,7,27,15,29,臺南市,安南區,,,安中路,一,622,,,,,,,,,,,,,,,,,23.04169,120.19797
2016,7,28,8,26,臺南市,安南區,,,安明路,二,,,,,,,,60號路燈桿前,,,,,,,,,,23.02638,120.17116
2016,7,23,18,15,臺南市,安南區,,,生態街,,,,,,九份子大道,,,,,,,,,,,,,23.02053,120.1809
2016,7,29,12,32,臺南市,安南區,,,海佃路,一,388,,22,,,,,,,,,,,,,,,23.02861,120.19172
2016,7,21,8,30,臺南市,安南區,,,本原街,三,234,,,,,,,,,,,,,,,,,23.05179,120.17384
2016,7,1,8,15,臺南市,安平區,,,平生路,,,,,,中興街,,,,,,,,,,,,,23.00115,120.16443
2016,7,1,10,5,臺南市,安平區,,,安平路,,,,,,華平路,,,,,,,,,,,,,22.99818,120.17594
2016,7,1,12,10,臺南市,安平區,,,中華西路,,,,413,,,,,,,,,,,,,,,22.99399,120.18648
2016,7,1,11,55,臺南市,安平區,,,文平路,,,,,,建平三街,,,,,,,,,,,,,22.98561,120.17771
2016,7,2,13,58,臺南市,安平區,,,安平路,,,,,,,,,湖美一街,,,,,,,,,,22.9984,120.18116
2016,7,2,13,5,臺南市,安平區,,,安平路,,,,,,,,,湖美一街,,,,,,,,,,22.9984,120.18116
2016,7,3,10,0,臺南市,安平區,,,安平路,,606,53,,,,,,,,,,,,,,,,23.00041,120.16974
2016,7,3,17,23,臺南市,安平區,,,府前路,二,,,,,府前四街,,,,,,,,,,,,,22.99311,120.18481
2016,7,4,12,45,臺南市,安平區,,,安平路,,,,,,華平路,,,,,,,,,,,,,22.99816,120.17595
2016,7,5,23,30,臺南市,安平區,,,大平路,,,,,,,,,咖啡博物館南側,,,,,,,,,,22.99571,120.15397
2016,7,5,7,35,臺南市,安平區,,,健康路,三,,,,,文平路,,,,,,,,,,,,,22.98302,120.17743
2016,7,5,14,0,臺南市,安平區,,,民權路,四,,,,,,,,西賢一街路口,,,,,,,,,,22.99912,120.17771
2016,7,6,15,20,臺南市,安平區,,,中華西路,,,,,,府前路,,,口,,,,,,,,,,22.99266,120.18674
2016,7,4,20,20,臺南市,安平區,,,永華三街,,,,,,建平九街,,,,,,,,,,,,,22.99101,120.181.52
2016,7,3,21,35,臺南市,安平區,,,永華路,二,,,,,文平路,,,,,,,,,,,,,22.99019,120.17833
2016,7,1,9,10,臺南市,安平區,,,慶平路,,,,,,永華六街,,,,,,,,,,,,,22.99689,120.17735
2016,7,1,17,20,臺南市,安平區,,,華平路,,,,,,華平路,,,67巷,,,,,,,,,,22.98573,120.1742
2016,7,7,23,30,臺南市,安平區,,,怡平路,,468,,,,育平九街,,,,,,,,,,,,,22.99505,120.17335
2016,7,7,16,5,臺南市,安平區,,,中華西路,二,,,,,南島路,,,,,,,,,,,,,22.99099,120.18702
2016,7,6,17,45,臺南市,安平區,,,建平十一街,,,,74,,,,,,,,,,,,,,,22.99449,120.1829
2016,7,9,8,47,臺南市,安平區,,,安平路,,,,,,安北路,,,,,,,,,,,,,22.99912,120.16794
2016,7,10,15,0,臺南市,安平區,,,健康路,,,,,,建平路,,,,,,,,,,,,,22.9826,1201811496
2016,7,10,21,0,臺南市,安平區,,,怡平路,,,,,,永華三街,,,,,,,,,,,,,22.99287,120.18171
2016,7,11,8,5,臺南市,安平區,,,永華路,二,,,,,永華四街,,,,,,,,,,,,,22.98983,120.18015
2016,7,12,14,10,臺南市,安平區,,,怡平路,,,,,,,,,中華電信側門口前,,,,,,,,,,22.99356,120.1758
2016,7,11,22,15,臺南市,安平區,,,中華西路,二,,,475,,,,,,,,,,,,,,,22.99535,120.184
2016,7,14,8,30,臺南市,安平區,,,建平十一街,,164,,,,建平十四街,,,,,,,,,,,,,22.99607,120.18063
2016,7,14,8,20,臺南市,安平區,,,安平路,,500,,,,,,,,,,,,,,,,,22.99813,120.17215
2016,7,15,9,30,臺南市,安平區,,,建平十七街,,,,43,,,,,,,,,,,,,,,22.99742,120.18267
2016,7,11,9,30,臺南市,安平區,,,建平十七街,,,,,,文平路,,,,,,,,,,,,,22.99753,120.17921
2016,7,16,17,20,臺南市,安平區,,,華平路,,,,,,建平十一街,,,,,,,,,,,,,22.99543,120.17567
2016,7,16,20,20,臺南市,安平區,,,安平路,,,,556,,,,,對面,,,,,,,,,,22.99846,120.17049
2016,7,17,5,20,臺南市,安平區,,,永華三街,,,,,,建平八街,,,,,,,,,,,,,22.99051,120.18144
2016,7,15,4,30,臺南市,安平區,,,健康二街,,,,,,平通路,,,,,,,,,,,,,22.9953,120.17143
2016,7,14,18,30,臺南市,安平區,,,安平路,,,,,,,,,水景橋,,,,,,,,,,22.99834,120.15554
2016,7,17,16,40,臺南市,安平區,,,永華十一街,,,,,,光州七街,,,,,,,,,,,,,22.99289,120.16184
2016,7,17,21,30,臺南市,安平區,,,健康三街,,,,,,建平七街,,,,,,,,,,,,,22.99017,120.16881
2016,7,17,10,30,臺南市,安平區,,,城平路,,,,1,,,,,,,,,,,,,,,22.99422,120.53167
2016,7,17,12,30,臺南市,安平區,,,中華西路,二,,,,,安平路,,,,,,,,,,,,,22.99778,120.18075
2016,7,19,13,55,臺南市,安平區,,,建平六街,,80,,,,建平七街,,,,,,,,,,,,,22.9882,120.185
2016,7,19,9,0,臺南市,安平區,,,育平九街,,,,,,永華八街,,,,,,,,,,,,,22.99516,120.17278
2016,7,19,17,15,臺南市,安平區,,,健康二街,,,,,,建平八街,,,,,,,,,,,,,22.99148,120.17381
2016,7,31,8,40,臺南市,安平區,,,安平路,,,,392,,,,,對面,,,,,,,,,,22.99808,120.17518
2016,7,21,13,35,臺南市,安平區,,,怡平路,,,,358,,,,,,,,,,,,,,,22.99341,120.17569
2016,7,22,8,55,臺南市,安平區,,,健康三街,,165,,,,,,,,,,,,,,,,,22.98811,120.16863
2016,7,22,7,37,臺南市,安平區,,,中華西路,,,,,,府前一街,,,,,,,,,,,,,22.99696,120.18674
2016,7,22,7,37,臺南市,安平區,,,中華西路,,,,,,府前一街,,北,,,,,,,,,,,22.99696,120.18637
2016,7,22,16,0,臺南市,安平區,,,健康三街,,,,,,郡平路,,,,,,,,,,,,,22.98909,120.16847
2016,7,14,14,58,臺南市,安平區,,,慶平路,,,,,,建平十七街,,,口,,,,,,,,,,22.99701,120.17467
2016,7,20,10,22,臺南市,安平區,,,慶平路,,,,571,地下停車場,,,,,,,,,,,,,,22.99731,120.17059
2016,7,20,14,10,臺南市,安平區,,,安平路,,,,,,安北路,,,,,,,,,,,,,22.99881,120.16886
2016,7,20,15,0,臺南市,安平區,,,建平十七街,,,,,,永華六街,一,,,,,,,,,,,,22.9926,120.17212
2016,7,18,9,28,臺南市,安平區,,,平通路,,580,,,,育平九街,,,,,,,,,,,,,22.99536,120.17036
2016,7,23,9,10,臺南市,安平區,,,育平九街,,,,,,平通路,,,,,,,,,,,,,22.99537,120.17038
2016,7,23,9,10,臺南市,安平區,,,安北路,,40,,,,,,,安北路100巷口,,,,,,,,,,223.00143,120.16761
2016,7,6,8,30,臺南市,安平區,,,慶平路,,,,,,建平十一街,,,164巷口,,,,,,,,,,22.99704,120.18078
2016,7,11,22,0,臺南市,安平區,,,中華西路,,49,,,,,,,,,,,,,,,,,22.98748,120.18665
2016,7,23,16,40,臺南市,安平區,,,漁濱路,,,,,,,,,觀汐平台前,,,,,,,,,,22.99032,120.14741
2016,7,1,11,0,臺南市,安平區,,,建平路,,,,,,建平九街,,,,,,,,,,,,,22.99034,120.18193
2016,7,23,15,38,臺南市,安平區,,,平生路,,,,,,運河路,,,,,,,,,,,,,22.99876,120.16355
2016,7,25,7,55,臺南市,安平區,,,中華西路,二,,,,,安平路,,南,,,,,,,,,,,22.99751,120.18647
2016,7,25,8,40,臺南市,安平區,,,安平路,,,,,,健康三街,,,,,,,,,,,,,22.99865,120.16972
2016,7,25,8,50,臺南市,安平區,,,健康三街,,,,590,,,,,,,,,,,,,,,22.99703,120.16945
2016,7,25,18,40,臺南市,安平區,,,建平路,,,,,,建平七街,,,,,,,,,,,,,22.98851,120.18232
2016,7,25,16,37,臺南市,安平區,,,民權路,,,,,,華平路,,,,,,,,,,,,,22.99927,120.17587
2016,7,26,11,42,臺南市,安平區,,,中華西路,二,,,7,,,,,,,,,,,,,,,22.98683,120.18658
2016,7,26,15,30,臺南市,安平區,,,建平十六街,,,,,,,,,公2停車場出入口,,,,,,,,,,22.99661,120.18573
2016,7,17,15,5,臺南市,安平區,,,慶平路,,,,386,,,,,,,,,,,,,,,22.99693,120.17674
2016,7,18,16,30,臺南市,安平區,,,安平路,,,,384,,,,,,,,,,,,,,,22.99809,120.17542
2016,7,27,8,0,臺南市,安平區,,,永華八街,,,,,,育平九街,,,,,,,,,,,,,22.99516,120.1728
2016,7,27,9,0,臺南市,安平區,,,安平路,,500,,,,,,,,,,,,,,,,,22.99816,120.17206
2016,7,28,8,30,臺南市,安平區,,,安平路,,,,,,,,,&#21177;忠街口,,,,,,,,,,22.99956,120.1626
2016,7,27,17,15,臺南市,安平區,,,永華路,,,,,,永華三街,,,,,,,,,,,,,22.98969,120.18132
2016,7,28,15,25,臺南市,安平區,,,健康路,,,,,,健康一街,,,,,,,,,,,,,22.98288,120.17991
2016,7,29,7,5,臺南市,安平區,,,永華路,二,,,,,永華九街,,,口,,,,,,,,,,22.99133,120.17025
2016,7,30,11,20,臺南市,安平區,,,安北路,,152,,,,,,,,,,,,,,,,,23.00296,120.16138
2016,7,30,15,0,臺南市,安平區,,,安平路,,500,,,,,,,安平路406巷,,,,,,,,,,22.99934,120.16155
2016,7,29,23,20,臺南市,安平區,,,民權路,四,,,,,,,,華平路口,,,,,,,,,,22.99921,120.17586
2016,7,1,22,20,臺南市,安平區,,,安平路,,,,,,華平路,,,口,,,,,,,,,,22.99813,120.17595
2016,7,31,12,25,臺南市,安平區,,,國平路,,,,,,建平八街,,,,,,,,,,,,,22.99113,120.16894
2016,7,31,18,27,臺南市,安平區,,,永華路,二,,,,,永華二街,,,,,,,,,,,,,22.98943,120.18454
2016,7,13,7,40,臺南市,安平區,,,安平路,,,,,,華平路,,,口,,,,,,,,,,22.99813,120.17595
2016,7,5,18,5,臺南市,安平區,,,平通路,,,,,,文平路,,,口,,,,,,,,,,22.99263,120.17866
2016,7,25,18,20,臺南市,安平區,,,建平七街,,,,,,郡平路,,,274巷口,,,,,,,,,,22.99057,120.16527
2016,7,25,20,30,臺南市,安平區,,,民權路,,,,,,,,,頂美一街口東側,,,,,,,,,,22.9991,120.18361
2016,7,13,18,0,臺南市,安平區,,,健康一街,,,,,,建平一街,,,口,,,,,,,,,,22.98397,120.17999
2016,7,17,8,3,臺南市,安平區,,,平豐路,,,,,,光州六街,,,,,,,,,,,,,22.99111,120.16401
2016,7,17,11,38,臺南市,安平區,,,郡平路,,,,42,,,,,地下停車場出入口前,,,,,,,,,,22.98863,120.17255
2016,7,26,20,40,臺南市,安平區,,,安北路,,,,384,,,,,,,,,,,,,,,22.0001,120.15357
2016,7,15,15,50,臺南市,安平區,,,平通路,,,,,,國平路,,,,,,,,,,,,,22.99358,120.17139
2016,7,1,17,10,臺南市,北區,,,公園南路,,,,,,忠義路,三,,,,,,,,,,,,23.00168,120.20624
2016,7,1,19,45,臺南市,北區,,,北門路,二,,,115,,,,,,,,,,,,,,,22.99978,120.21253
2016,7,1,20,10,臺南市,北區,,,中華北路,,,,,,海安路,,,,,,,,,,,,,23.02027,120.19928
2016,7,1,16,38,臺南市,北區,,,育德路,,,,,,民德路,,,,,,,,,,,,,23.00554,120.20265
2016,7,1,22,50,臺南市,北區,,,和緯路,五,,,,,,,,與西賢街口附近,,,,,,,,,,23.00525,120.1786
2016,7,2,16,40,臺南市,北區,,,長榮路,五,276,,,,,,,,,,,,,,,,,23.01282,120.21772
2016,7,2,14,20,臺南市,北區,,,中華北路,,,,,,和緯路,,,,,,,,,,,,,23.00683,120.18614
2016,7,3,20,10,臺南市,北區,,,文賢路,,,,295,,,,,,,,,,,,,,,23.00625,120.19358
2016,7,3,22,30,臺南市,北區,,,臨安路,二,91,,,,臨安路,二,,,,,,,,,,,,23.0029,120.19766
2016,7,5,0,15,臺南市,北區,,,立賢路,一,,,,,育德路,,,,,,,,,,,,,23.00956,120.20567
2016,7,4,17,15,臺南市,北區,,,長榮路,五,452,,,,,,,,,,,,,,,,,120.21367,23.01355
2016,7,5,11,40,臺南市,北區,,,開元路,,,,420,,,,,,,,,,,,,,,23.01075,120.22576
2016,7,5,10,0,臺南市,北區,,,北園街,,127,10,1952-01-01T00:00:00,,,,,,,,,,,,,,,23.01369,120.22433
2016,7,6,9,40,臺南市,北區,,,文成五街,,,,,,育德二路,,,,,,,,,,,,,23.01801,120.202
2016,7,7,8,15,臺南市,北區,,,海安路,三,,,,,公園南路,,,附近,,,,,,,,,,23.00388,120.19993
2016,7,6,18,20,臺南市,北區,,,海安路,,,,,,文成一路,,,,,,,,,,,,,23.01376,120.20025
2016,7,7,8,58,臺南市,北區,,,開元路,,,,209,,,,,,,,,,,,,,,23.00737,120.21989
2016,7,7,11,50,臺南市,北區,,,忠義路,三,,,80,,,,,,,,,,,,,,,23.00102,120.20593
2016,7,7,9,47,臺南市,北區,,,成功路,,,,,,國華街,四,,,,,,,,,,,,23.00016,120.20003
2016,7,7,11,55,臺南市,北區,,,西門路,四,430,,27,,,,,,,,,,,,,,,23.01503,120.21123
2016,7,7,17,45,臺南市,北區,,,大興街,,233,,,,武聖路,,,,,,,,,,,,,23.0089,120.18723
2016,7,8,22,35,臺南市,北區,,,公園路,,,,,,和緯路,二,,,,,,,,,,,,23.01073,120.21081
2016,7,9,9,52,臺南市,北區,,,文賢路,,,,415,,,,,前,,,,,,,,,,23.00909,120.1938
2016,7,9,11,55,臺南市,北區,,,北園街,,114,,,,北園街,,,,,,,,,,,,,120.22282,23.01304
2016,7,9,10,0,臺南市,北區,,,中華北路,,203,,,,,,,,,,,,,,,,,23.01097,120.18492
2016,7,9,12,50,臺南市,北區,,,文賢一路,,,,,,文賢路,,,242巷口,,,,,,,,,,23.00507,120.19596
2016,7,9,17,35,臺南市,北區,,,公園南路,,,,93,,,,,,,,,,,,,,,23.00083,120.20973
2016,7,9,16,30,臺南市,北區,,,開元路,,,,316,,,,,,,,,,,,,,,23.00929,120.22358
2016,7,11,8,0,臺南市,北區,,,大武街,,542,,55,,,,,,,,,,,,,,,23.01603,120.2216
2016,7,9,12,30,臺南市,北區,,,海安路,三,,,188,,,,,,,,,,,,,,,23.00558,120.20006
2016,7,11,12,45,臺南市,北區,,,北安路,一,,,,,育賢街,,,,,,,,,,,,,23.0171,120.20934
2016,7,11,14,45,臺南市,北區,,,大港街,,,,55,,,,,,,,,,,,,,,23.01389,120.19175
2016,7,11,10,30,臺南市,北區,,,小東路,,,,,,,,,成大醫學院路口西側,,,,,,,,,,23.00091,120.22043
2016,7,11,18,51,臺南市,北區,,,文賢路,,1122,,,,,,東,,,,,,,,,,,23.01628,120.19351
2016,7,11,20,0,臺南市,北區,,,文賢路,,,,777,,,,,,,,,,,,,,,23.01588,120.19347
2016,7,12,9,35,臺南市,北區,,,公園南路,,,,347,,,,,,,,,,,,,,,23.00275,120.20242
2016,7,11,23,18,臺南市,北區,,,和緯路,,,,,,文賢二街,,,,,,,,,,,,,23.01046,120.19736
2016,7,12,17,15,臺南市,北區,,,北園街,,8,,,,北園街,,,,,,,,,,,,,23.01055,120.22313
2016,7,12,21,20,臺南市,北區,,,北門路,,,,,,公園北路,,,,,,,,,,,,,23.00401,120.21352
2016,7,13,6,3,臺南市,北區,,,開南街,,121,,,,,,,,,,,,,,,,,23.00607,120.22509
2016,7,12,21,57,臺南市,北區,,,成功路,,,,,,忠義路,三,,,,,,,,,,,,22.99847,120.20496
2016,7,11,14,0,臺南市,北區,,,和緯路,,,,,,公園路,,,口,,,,,,,,,,23.01064,120.21081
2016,7,11,17,57,臺南市,北區,,,開元路,,,,400,,,,,,,,,,,,,,,23.01041,120.22523
2016,7,14,6,52,臺南市,北區,,,武聖路,,69,,,,,,,,,,,,,,,,,23.00562,120.19185
2016,7,15,7,32,臺南市,北區,,,西門路,三,,,,,民德路,,,,,,,,,,,,,23.00385,120.20428
2016,7,14,7,8,臺南市,北區,,,中華北路,,,,,,海安路,,,,,,,,,,,,,23.02039,120.19925
2016,7,16,10,0,臺南市,北區,,,西門路,,,,,,北安路,,,,,,,,,,,,,23.01615,120.21081
2016,7,5,19,55,臺南市,北區,,,北門路,,,,,,和緯路,,,,,,,,,,,,,23.00922,120.21573
2016,7,16,23,40,臺南市,北區,,,和緯路,四,,,,,,,,519號停車格前,,,,,,,,,,23.00922,120.19195
2016,7,16,18,20,臺南市,北區,,,公園南路,,,,378,,,,,,,,,,,,,,,23.00322,120.20141
2016,7,5,10,40,臺南市,北區,,,北安路,一,,,,,,,,北安橋上,,,,,,,,,,23.02293,120.20557
2016,7,17,10,50,臺南市,北區,,,長榮路,五,406,,,,長榮路,五,,,,,,,,,,,,23.0132,120.21448
2016,7,17,11,50,臺南市,北區,,,公園路,,597,,,,,,,口,,,,,,,,,,23.01416,120.21244
2016,7,17,18,0,臺南市,北區,,,和緯路,一,,,,,公園路,,,附近,,,,,,,,,,23.01044,120.21076
2016,7,17,23,38,臺南市,北區,,,文賢路,,,,,,和緯路,,,,,,,,,,,,,23.00979,120.1938
2016,7,17,1,8,臺南市,北區,,,北門路,二,547,,76,,,,,,,,,,,,,,,23.01115,120.2146
2016,7,12,11,44,臺南市,北區,,,北園街,,87,153,,,,,,,,,,,,,,,,23.01321,120.22114
2016,7,18,11,30,臺南市,北區,,,國華街,四,5,,,,國華街,四,,,,,,,,,,,,23.00055,120.20021
2016,7,18,22,14,臺南市,北區,,,北安路,一,51,,,,北安路,一,,,,,,,,,,,,23.01558,120.21177
2016,7,15,22,6,臺南市,北區,,,和緯路,四,179,,,,,,,口,,,,,,,,,,23.00816,120.1896
2016,7,19,18,35,臺南市,北區,,,民德路,,85,,89,,,,,,,,,,,,,,,23.0046,120.20082
2016,7,20,7,53,臺南市,北區,,,長榮路,五,,,341,,,,,,,,,,,,,,,23.01288,120.21609
2016,7,20,9,0,臺南市,北區,,,開元路,,,,,,林森路,,,,,,,,,,,,,23.00885,120.22288
2016,7,20,9,45,臺南市,北區,,,成功路,,,,140,,,,,,,,,,,,,,,22.99862,120.20467
2016,7,20,13,50,臺南市,北區,,,中華北路,,,,,,文賢路,,,,,,,,,,,,,23.01793,120.19313
2016,7,15,8,15,臺南市,北區,,,中華北路,一,78,,,,,,南,,,,,,,,,,,23.00857,120.18577
2016,7,20,15,50,臺南市,北區,,,北門路,,,,,,公園北路,,,,,,,,,,,,,23.00403,120.21353
2016,7,13,15,53,臺南市,北區,,,海安路,,,,,,,,,和緯路,,,,,,,,,,23.01169,120.20045
2016,7,21,11,20,臺南市,北區,,,中華北路,,,,,,北安路,,,,,,,,,,,,,23.02192,120.20585
